client_id,client_type,client_name,owner_name,specialty_type,address,governorate,delegation,latitude,longitude,phone,patients_per_month,last_visit_date,total_visits,engagement_level,preferred_products,languages,days_since_last_visit,weeks_since_last_visit,months_since_last_visit,last_visit_month,recency_category,engagement_score_num,specialty_macro,languages_list,nb_languages,speaks_french,speaks_arabic,speaks_english,primary_language,preferred_products_list,nb_preferred_products,is_multi_product,gps_valid,distance_from_tunis_km,is_pharmacy,is_doctor,is_specialist,crm_segment,patient_volume_category,patients_normalized,visit_frequency_rec,max_visit_interval_days,visit_overdue,visit_priority_score
CLI0148,Pharmacie,Pharmacie du Bonheur,Ahmed Bouaziz,Parapharmacie,"199 Avenue Mohamed V, Mareth, Gabès",Gabès,Mareth,33.964522,10.008322,+216 58 995 133,3037,2025-12-17,16,Faible,"Echinacée, Zinc, Vit.C","Français, Arabe, Anglais",66,9.4,2.2,2025-12,À relancer (61-90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C']",3,1,1,317.72,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.829,Bi-mensuel,15,1,6.25
CLI0153,Cabinet Médical,Pr. Leila Elloumi,Pr. Leila Elloumi,Ophtalmologie,"Centre Médical, 148 Rue de la République, Tebourba, Manouba",Manouba,Tebourba,36.813228,10.197068,+216 22 227 978,501,2025-08-15,3,Faible,LV Fersang junior,Arabe,190,27.1,6.2,2025-08,Urgence (>90j),1,Ophtalmologie,['Arabe'],1,0,1,0,Arabe,['LV Fersang junior'],1,0,1,2.86,0,1,1,Médecin À Conquérir,Cabinet actif,0.537,Trimestriel,90,1,8.44
CLI0176,Cabinet Médical,Dr. Sonia Karoui,Dr. Sonia Karoui,Pneumologie,"Clinique, 91 Avenue de Carthage, Mornaguia, Manouba",Manouba,Mornaguia,36.898308,10.134742,+216 65 681 677,392,2025-09-07,12,Faible,"Echinacée, Zinc, Vit.C, Huile de Menthe, TC 2000 Nutractiva","Français, Arabe",167,23.9,5.5,2025-09,Urgence (>90j),1,Pneumologie,"['Français', 'Arabe']",2,1,1,0,Français,"['Echinacée', 'Zinc', 'Vit.C', 'Huile de Menthe', 'TC 2000 Nutractiva']",5,1,1,9.24,0,1,1,Médecin À Conquérir,Cabinet actif,0.368,Trimestriel,90,1,7.08
CLI0196,Cabinet Médical,Pr. Karim Ghariani,Pr. Karim Ghariani,ORL,"Clinique, 118 Avenue de la Liberté, Mornaguia, Manouba",Manouba,Mornaguia,36.743642,10.160429,+216 91 762 708,683,2025-08-30,14,Faible,"LV Fersang junior, LV Vitamine A, PédiaKids Gelée royale",Français,175,25.0,5.7,2025-08,Urgence (>90j),1,ORL,['Français'],1,1,0,0,Français,"['LV Fersang junior', 'LV Vitamine A', 'PédiaKids Gelée royale']",3,1,1,8.39,0,1,1,Médecin À Conquérir,Cabinet très actif,0.82,Bi-mensuel,15,1,8.23
CLI0217,Cabinet Médical,Dr. Youssef Dhouib,Dr. Youssef Dhouib,Gastro-entérologie,"Cabinet Médical, 87 Avenue Habib Bourguiba, Oued Ellil, Manouba",Manouba,Oued Ellil,36.85143,10.1093,+216 84 237 610,798,2025-08-17,5,Faible,"Omevie Omega 3 – 1000, OLIGOVIT Trio","Français, Arabe, Anglais, Italien",188,26.9,6.2,2025-08,Urgence (>90j),1,Gastro-entérologie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['Omevie Omega 3 – 1000', 'OLIGOVIT Trio']",2,1,1,6.19,0,1,1,Médecin À Conquérir,Cabinet très actif,0.998,Bi-mensuel,15,1,9.44
CLI0226,Cabinet Médical,Pr. Leila Elloumi,Pr. Leila Elloumi,Pédiatrie,"Centre Médical, 136 Rue du 20 Mars, Borj El Amri, Manouba",Manouba,Borj El Amri,36.899326,10.264738,+216 99 349 140,159,2026-01-07,13,Élevé,"Vitonic Tonus, OLIGOVIT Trio","Français, Arabe, Anglais, Italien",45,6.4,1.5,2026-01,Normal (31-60j),3,Pédiatrie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['Vitonic Tonus', 'OLIGOVIT Trio']",2,1,1,12.54,0,1,1,Médecin Champion,Cabinet modéré,0.006,Mensuel,30,1,1.76
CLI0002,Pharmacie,Pharmacie de la République,Rami Bouaziz,Pharmacie de Quartier,"2 Rue Ibn Khaldoun, El Batan, Manouba",Manouba,El Batan,36.784523,10.155574,+216 97 370 926,2178,2026-01-15,5,Faible,"LV Fersang junior, Huile de Menthe",Français,37,5.3,1.2,2026-01,Normal (31-60j),1,Pharmacie,['Français'],1,1,0,0,Français,"['LV Fersang junior', 'Huile de Menthe']",2,1,1,3.94,1,0,0,Pharmacie À Développer,Haute fréquentation,0.508,Trimestriel,90,0,5.61
CLI0004,Pharmacie,Para-Pharmacie du Soleil,Amira Cherif,Pharmacie Générale,"42 Avenue de la Liberté, Den Den, Manouba",Manouba,Den Den,36.741901,10.153396,+216 68 376 755,3295,2025-09-01,8,Faible,"Echinacée, Zinc, Vit.C, Vitonic Tonus, Hydra eau micellaire",Arabe,173,24.7,5.7,2025-09,Urgence (>90j),1,Médecine Générale,['Arabe'],1,0,1,0,Arabe,"['Echinacée', 'Zinc', 'Vit.C', 'Vitonic Tonus', 'Hydra eau micellaire']",5,1,1,8.64,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.926,Bi-mensuel,15,1,8.82
CLI0006,Pharmacie,Para-Pharmacie du Bonheur,Youssef Cherif,Pharmacie Générale,"57 Avenue Mohamed V, Mornaguia, Manouba",Manouba,Mornaguia,36.798703,10.251156,+216 68 710 579,1426,2025-09-03,8,Faible,"LV Sélénium A, C, E Anti-âge, TC 2000 Nutractiva, LV Fersang junior",Arabe,171,24.4,5.6,2025-09,Urgence (>90j),1,Médecine Générale,['Arabe'],1,0,1,0,Arabe,"['LV Sélénium A', 'C', 'E Anti-âge', 'TC 2000 Nutractiva', 'LV Fersang junior']",5,1,1,7.93,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.226,Trimestriel,90,1,7.03
CLI0011,Pharmacie,Para-Pharmacie de la Santé,Amira Hamdi,Parapharmacie,"49 Avenue Habib Bourguiba, Douar Hicher, Manouba",Manouba,Douar Hicher,36.831797,10.17086,+216 63 919 982,2712,2026-01-28,24,Élevé,"OLIGOVIT Trio, LV Fersang junior, LV Vitamine A",Arabe,24,3.4,0.8,2026-01,Récent (≤30j),3,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['OLIGOVIT Trio', 'LV Fersang junior', 'LV Vitamine A']",3,1,1,1.49,1,0,0,Pharmacie Partenaire,Haute fréquentation,0.707,Mensuel,30,0,2.49
CLI0013,Pharmacie,Para-Pharmacie Ibn Sina,Amira Mansouri,Pharmacie de Nuit,"103 Rue de la République, Douar Hicher, Manouba",Manouba,Douar Hicher,36.775795,10.297062,+216 39 294 403,2663,2025-11-29,16,Faible,"Echinacée, Zinc, Vit.C, LV Psolcalm, PédiaKids Gelée royale",Arabe,84,12.0,2.8,2025-11,À relancer (61-90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['Echinacée', 'Zinc', 'Vit.C', 'LV Psolcalm', 'PédiaKids Gelée royale']",5,1,1,12.64,1,0,0,Pharmacie À Développer,Haute fréquentation,0.689,Trimestriel,90,0,6.21
CLI0014,Pharmacie,Pharmacie Familiale,Leila Ben Ali,Pharmacie Générale,"13 Avenue Mohamed V, Manouba, Manouba",Manouba,Manouba,36.883877,10.206225,+216 50 513 222,2880,2026-01-21,8,Moyen,TC 2000 Nutractiva,"Français, Arabe",31,4.4,1.0,2026-01,Normal (31-60j),2,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,['TC 2000 Nutractiva'],1,0,1,8.06,1,0,0,Pharmacie Active,Haute fréquentation,0.77,Bi-mensuel,15,1,4.73
CLI0027,Pharmacie,Para-Pharmacie El Menzah,Amira Sassi,Parapharmacie,"144 Avenue de Carthage, Den Den, Manouba",Manouba,Den Den,36.878285,10.22253,+216 51 960 752,3044,2025-10-19,8,Faible,"LV Fersang Gélule, Omevie Omega 3 – 1000, LV CYSPROTECT",Français,125,17.9,4.1,2025-10,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['LV Fersang Gélule', 'Omevie Omega 3 – 1000', 'LV CYSPROTECT']",3,1,1,8.3,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.832,Bi-mensuel,15,1,7.76
CLI0037,Pharmacie,Para-Pharmacie de la République,Mohamed Trabelsi,Pharmacie de Nuit,"76 Rue du 20 Mars, Tebourba, Manouba",Manouba,Tebourba,36.838357,10.161241,+216 62 460 819,2738,2025-09-22,19,Faible,"LV Sélénium A, C, E Anti-âge, Echinacée, Zinc, Vit.C","Français, Arabe, Anglais, Italien",152,21.7,5.0,2025-09,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['LV Sélénium A', 'C', 'E Anti-âge', 'Echinacée', 'Zinc', 'Vit.C']",6,1,1,2.19,1,0,0,Pharmacie À Développer,Haute fréquentation,0.717,Bi-mensuel,15,1,7.27
CLI0039,Pharmacie,Pharmacie Nouvelle,Fatma Bouaziz,Pharmacie de Nuit,"4 Avenue de la Liberté, Mornaguia, Manouba",Manouba,Mornaguia,36.709103,10.110905,+216 93 391 580,1317,2025-08-31,18,Faible,LV Fersang Gélule,"Français, Arabe",174,24.9,5.7,2025-08,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe']",2,1,1,0,Français,['LV Fersang Gélule'],1,0,1,13.16,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.186,Trimestriel,90,1,6.38
CLI0054,Pharmacie,Para-Pharmacie de la République,Karim Ben Ali,Pharmacie de Nuit,"120 Rue Ibn Khaldoun, Tebourba, Manouba",Manouba,Tebourba,36.80932,10.114772,+216 58 303 493,3206,2025-11-26,23,Faible,"Echinacée, Zinc, Vit.C, PHYTOFANE Lotion anti chute",Arabe,87,12.4,2.9,2025-11,À relancer (61-90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['Echinacée', 'Zinc', 'Vit.C', 'PHYTOFANE Lotion anti chute']",4,1,1,4.67,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.892,Bi-mensuel,15,1,6.35
CLI0056,Pharmacie,Pharmacie du Progrès,Sonia Abidi,Pharmacie Générale,"65 Rue Ibn Khaldoun, Borj El Amri, Manouba",Manouba,Borj El Amri,36.719433,10.225492,+216 57 434 865,2065,2025-10-21,4,Faible,"Huile de Menthe, Echinacée, Zinc, Vit.C, Hydra eau micellaire","Français, Arabe",123,17.6,4.0,2025-10,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,"['Huile de Menthe', 'Echinacée', 'Zinc', 'Vit.C', 'Hydra eau micellaire']",5,1,1,12.28,1,0,0,Pharmacie À Développer,Haute fréquentation,0.465,Trimestriel,90,1,7.04
CLI0062,Pharmacie,Pharmacie de Nuit,Rami Ben Ali,Pharmacie Générale,"71 Rue de la République, Borj El Amri, Manouba",Manouba,Borj El Amri,36.808043,10.259703,+216 95 431 116,905,2026-01-08,3,Faible,"LV Psolcalm, LV CYSPROTECT","Français, Arabe, Anglais",44,6.3,1.4,2026-01,Normal (31-60j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV Psolcalm', 'LV CYSPROTECT']",2,1,1,8.45,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.031,Trimestriel,90,0,4.66
CLI0071,Pharmacie,Pharmacie Populaire,Fatma Bouaziz,Pharmacie de Quartier,"75 Avenue Habib Bourguiba, Mornaguia, Manouba",Manouba,Mornaguia,36.701546,10.249403,+216 29 506 982,1329,2025-11-05,20,Faible,"Vitonic Tonus, PédiaKids Gelée royale, LV Fersang Gélule",Français,108,15.4,3.5,2025-11,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['Vitonic Tonus', 'PédiaKids Gelée royale', 'LV Fersang Gélule']",3,1,1,15.03,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.19,Trimestriel,90,1,5.14
CLI0085,Pharmacie,Pharmacie de la Liberté,Sonia Hamdi,Pharmacie Générale,"164 Avenue Habib Bourguiba, Mornaguia, Manouba",Manouba,Mornaguia,36.722172,10.281029,+216 57 539 101,3388,2025-10-02,21,Faible,"Echinacée, Zinc, Vit.C","Français, Arabe, Anglais",142,20.3,4.7,2025-10,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C']",3,1,1,14.87,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.96,Bi-mensuel,15,1,7.59
CLI0093,Pharmacie,Para-Pharmacie Carthage,Ahmed Gharbi,Pharmacie Générale,"19 Rue de la République, Mornaguia, Manouba",Manouba,Mornaguia,36.879736,10.189022,+216 58 971 261,2109,2025-08-24,14,Faible,"LV Fersang junior, PédiaKids Gelée royale, LV Fersang Gélule",Français,181,25.9,5.9,2025-08,Urgence (>90j),1,Médecine Générale,['Français'],1,1,0,0,Français,"['LV Fersang junior', 'PédiaKids Gelée royale', 'LV Fersang Gélule']",3,1,1,7.06,1,0,0,Pharmacie À Développer,Haute fréquentation,0.482,Trimestriel,90,1,7.49
CLI0107,Pharmacie,Para-Pharmacie de la Santé,Karim Bouaziz,Pharmacie de Nuit,"181 Rue Ibn Khaldoun, Mornaguia, Manouba",Manouba,Mornaguia,36.840998,10.163408,+216 68 504 938,3095,2025-12-02,12,Faible,TC 2000 Nutractiva,"Français, Arabe, Anglais, Italien",81,11.6,2.7,2025-12,À relancer (61-90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['TC 2000 Nutractiva'],1,0,1,2.46,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.851,Bi-mensuel,15,1,6.8
CLI0123,Pharmacie,Pharmacie de la République,Leila Trabelsi,Pharmacie Générale,"138 Avenue Habib Bourguiba, Borj El Amri, Manouba",Manouba,Borj El Amri,36.753692,10.234734,+216 46 990 440,1098,2025-12-24,21,Moyen,"OLIGOVIT Trio, PédiaKids Gelée royale, Vitonic Tonus",Arabe,59,8.4,1.9,2025-12,Normal (31-60j),2,Médecine Générale,['Arabe'],1,0,1,0,Arabe,"['OLIGOVIT Trio', 'PédiaKids Gelée royale', 'Vitonic Tonus']",3,1,1,9.51,1,0,0,Pharmacie Active,Fréquentation moyenne,0.104,Trimestriel,90,0,2.77
CLI0126,Pharmacie,Pharmacie Ibn Sina,Nadia Cherif,Pharmacie de Quartier,"66 Rue Ibn Khaldoun, El Batan, Manouba",Manouba,El Batan,36.828339,10.198119,+216 27 636 134,2242,2025-12-29,7,Faible,"PédiaKids Gelée royale, Omevie Omega 3 – 1000, Hydra eau micellaire","Français, Arabe, Anglais, Italien",54,7.7,1.8,2025-12,Normal (31-60j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['PédiaKids Gelée royale', 'Omevie Omega 3 – 1000', 'Hydra eau micellaire']",3,1,1,3.06,1,0,0,Pharmacie À Développer,Haute fréquentation,0.532,Trimestriel,90,0,5.84
CLI0144,Pharmacie,Para-Pharmacie Populaire,Ahmed Abidi,Pharmacie de Nuit,"27 Avenue de la Liberté, Oued Ellil, Manouba",Manouba,Oued Ellil,36.765197,10.19151,+216 70 701 216,2804,2025-09-28,23,Faible,"TC 2000 Nutractiva, LV Sélénium A, C, E Anti-âge","Français, Arabe, Anglais, Italien",146,20.9,4.8,2025-09,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['TC 2000 Nutractiva', 'LV Sélénium A', 'C', 'E Anti-âge']",4,1,1,6.41,1,0,0,Pharmacie À Développer,Haute fréquentation,0.742,Bi-mensuel,15,1,6.99
CLI0175,Cabinet Médical,Pr. Youssef Elloumi,Pr. Youssef Elloumi,Dermatologie,"Cabinet Médical, 82 Avenue Mohamed V, Zéramdine, Monastir",Monastir,Zéramdine,35.665706,10.768729,+216 40 202 353,437,2026-01-22,17,Élevé,"Huile de Menthe, LV Psolcalm, TC 2000 Nutractiva","Français, Arabe, Anglais",30,4.3,1.0,2026-01,Récent (≤30j),3,Dermatologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Huile de Menthe', 'LV Psolcalm', 'TC 2000 Nutractiva']",3,1,1,139.17,0,1,1,Médecin Champion,Cabinet actif,0.438,Mensuel,30,0,2.34
CLI0182,Cabinet Médical,Pr. Mehdi Ghariani,Pr. Mehdi Ghariani,Cardiologie,"Clinique, 148 Rue Ibn Khaldoun, Beni Hassen, Monastir",Monastir,Beni Hassen,35.827473,10.567675,+216 33 175 450,612,2026-01-18,3,Faible,"LV Vitamine A, Huile de Menthe",Français,34,4.9,1.1,2026-01,Normal (31-60j),1,Cardiologie,['Français'],1,1,0,0,Français,"['LV Vitamine A', 'Huile de Menthe']",2,1,1,115.98,0,1,1,Médecin À Conquérir,Cabinet très actif,0.71,Bi-mensuel,15,1,6.18
CLI0188,Cabinet Médical,Dr. Sonia Dhouib,Dr. Sonia Dhouib,Dermatologie,"Cabinet Médical, 109 Avenue Habib Bourguiba, Ksar Hellal, Monastir",Monastir,Ksar Hellal,35.896484,10.630618,+216 31 497 669,792,2025-12-30,10,Moyen,"LV CYSPROTECT, Echinacée, Zinc, Vit.C","Français, Arabe",53,7.6,1.7,2025-12,Normal (31-60j),2,Dermatologie,"['Français', 'Arabe']",2,1,1,0,Français,"['LV CYSPROTECT', 'Echinacée', 'Zinc', 'Vit.C']",4,1,1,110.7,0,1,1,Médecin Développement,Cabinet très actif,0.989,Bi-mensuel,15,1,5.54
CLI0191,Cabinet Médical,Pr. Mohamed Farhat,Pr. Mohamed Farhat,Pneumologie,"Clinique, 80 Avenue de la Liberté, Bembla, Monastir",Monastir,Bembla,35.852854,10.75747,+216 54 846 526,250,2025-12-09,6,Moyen,"Echinacée, Zinc, Vit.C, Omevie Omega 3 – 1000",Français,74,10.6,2.4,2025-12,À relancer (61-90j),2,Pneumologie,['Français'],1,1,0,0,Français,"['Echinacée', 'Zinc', 'Vit.C', 'Omevie Omega 3 – 1000']",4,1,1,119.79,0,1,1,Médecin Développement,Cabinet modéré,0.148,Trimestriel,90,0,4.04
CLI0204,Cabinet Médical,Pr. Youssef Chouchane,Pr. Youssef Chouchane,Ophtalmologie,"Clinique, 92 Avenue de Carthage, Téboulba, Monastir",Monastir,Téboulba,35.656528,10.784425,+216 47 851 122,563,2026-02-01,9,Moyen,"Echinacée, Zinc, Vit.C","Français, Arabe, Anglais",20,2.9,0.7,2026-02,Récent (≤30j),2,Ophtalmologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C']",3,1,1,140.66,0,1,1,Médecin Développement,Cabinet actif,0.634,Bi-mensuel,15,1,4.14
CLI0208,Cabinet Médical,Dr. Mohamed Amari,Dr. Mohamed Amari,Endocrinologie,"Cabinet Médical, 29 Avenue de Carthage, Zéramdine, Monastir",Monastir,Zéramdine,35.772246,10.648231,+216 78 403 370,242,2025-09-28,4,Faible,"Echinacée, Zinc, Vit.C, LV Fersang junior, PHYTOFANE Lotion anti chute","Français, Arabe, Anglais",146,20.9,4.8,2025-09,Urgence (>90j),1,Endocrinologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang junior', 'PHYTOFANE Lotion anti chute']",5,1,1,124.16,0,1,1,Médecin À Conquérir,Cabinet modéré,0.135,Trimestriel,90,1,6.61
CLI0209,Cabinet Médical,Dr. Fatma Amari,Dr. Fatma Amari,Pneumologie,"Clinique, 93 Avenue de Carthage, Monastir, Monastir",Monastir,Monastir,35.80303,10.627799,+216 41 436 466,268,2026-01-12,3,Faible,LV Fersang Gélule,"Français, Arabe, Anglais",40,5.7,1.3,2026-01,Normal (31-60j),1,Pneumologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,['LV Fersang Gélule'],1,0,1,120.32,0,1,1,Médecin À Conquérir,Cabinet modéré,0.175,Trimestriel,90,0,4.95
CLI0210,Cabinet Médical,Pr. Ahmed Farhat,Pr. Ahmed Farhat,Pneumologie,"Clinique, 47 Avenue Habib Bourguiba, Ksibet el-Médiouni, Monastir",Monastir,Ksibet El-Médiouni,35.720233,10.788693,+216 34 235 812,428,2025-10-30,17,Faible,"OLIGOVIT Trio, LV Psolcalm","Français, Arabe, Anglais",114,16.3,3.7,2025-10,Urgence (>90j),1,Pneumologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['OLIGOVIT Trio', 'LV Psolcalm']",2,1,1,134.33,0,1,1,Médecin À Conquérir,Cabinet actif,0.424,Trimestriel,90,1,6.01
CLI0009,Pharmacie,Pharmacie El Menzah,Amira Sassi,Pharmacie de Quartier,"43 Avenue Mohamed V, Jemmal, Monastir",Monastir,Jemmal,35.86173,10.626941,+216 76 629 562,3008,2025-12-21,25,Moyen,"LV Sélénium A, C, E Anti-âge, OLIGOVIT Trio",Français,62,8.9,2.0,2025-12,À relancer (61-90j),2,Pharmacie,['Français'],1,1,0,0,Français,"['LV Sélénium A', 'C', 'E Anti-âge', 'OLIGOVIT Trio']",4,1,1,114.18,1,0,0,Pharmacie Active,Très haute fréquentation,0.818,Bi-mensuel,15,1,4.36
CLI0021,Pharmacie,Para-Pharmacie de Garde,Sonia Mansouri,Pharmacie de Nuit,"7 Rue du 20 Mars, Zéramdine, Monastir",Monastir,Zéramdine,35.698479,10.759306,+216 62 128 218,2238,2025-08-30,19,Faible,"OLIGOVIT Trio, LV Fersang Gélule","Français, Arabe, Anglais, Italien",175,25.0,5.7,2025-08,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['OLIGOVIT Trio', 'LV Fersang Gélule']",2,1,1,135.48,1,0,0,Pharmacie À Développer,Haute fréquentation,0.53,Trimestriel,90,1,7.2
CLI0038,Pharmacie,Para-Pharmacie du Soleil,Sonia Trabelsi,Pharmacie de Quartier,"185 Avenue de la Liberté, Bembla, Monastir",Monastir,Bembla,35.635866,10.660759,+216 96 389 202,1584,2025-12-17,18,Faible,"Echinacée, Zinc, Vit.C, TC 2000 Nutractiva","Français, Arabe, Anglais, Italien",66,9.4,2.2,2025-12,À relancer (61-90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C', 'TC 2000 Nutractiva']",4,1,1,138.85,1,0,0,Pharmacie À Développer,Haute fréquentation,0.285,Trimestriel,90,0,4.77
CLI0040,Pharmacie,Para-Pharmacie Manar,Mohamed Bouaziz,Pharmacie Générale,"123 Avenue de Carthage, Ouerdanine, Monastir",Monastir,Ouerdanine,35.619603,10.647524,+216 91 882 526,1421,2026-01-03,21,Moyen,"LV Fersang junior, Vitonic Tonus","Français, Arabe",49,7.0,1.6,2026-01,Normal (31-60j),2,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,"['LV Fersang junior', 'Vitonic Tonus']",2,1,1,140.19,1,0,0,Pharmacie Active,Fréquentation moyenne,0.224,Trimestriel,90,0,2.89
CLI0047,Pharmacie,Para-Pharmacie Populaire,Mohamed Mansouri,Pharmacie Générale,"69 Avenue de la Liberté, Sayada-Lamta-Bou Hajar, Monastir",Monastir,Sayada-Lamta-Bou Hajar,35.731435,10.709475,+216 59 664 114,918,2025-09-02,22,Faible,"Echinacée, Zinc, Vit.C","Français, Arabe, Anglais",172,24.6,5.7,2025-09,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C']",3,1,1,130.38,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.036,Trimestriel,90,1,5.74
CLI0055,Pharmacie,Pharmacie Principale,Rami Cherif,Parapharmacie,"148 Rue Ibn Khaldoun, Jemmal, Monastir",Monastir,Jemmal,35.688569,10.793383,+216 83 952 393,1924,2026-02-08,21,Élevé,"LV Psolcalm, Echinacée, Zinc, Vit.C, LV Vitamine A","Français, Arabe, Anglais, Italien",13,1.9,0.4,2026-02,Récent (≤30j),3,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['LV Psolcalm', 'Echinacée', 'Zinc', 'Vit.C', 'LV Vitamine A']",5,1,1,137.72,1,0,0,Pharmacie Partenaire,Haute fréquentation,0.413,Mensuel,30,0,1.75
CLI0066,Pharmacie,Pharmacie de Garde,Ahmed Trabelsi,Pharmacie Générale,"111 Rue Ibn Khaldoun, Jemmal, Monastir",Monastir,Jemmal,35.821639,10.743531,+216 65 994 781,3202,2025-09-20,20,Faible,"OLIGOVIT Trio, LV Fersang junior",Arabe,154,22.0,5.1,2025-09,Urgence (>90j),1,Médecine Générale,['Arabe'],1,0,1,0,Arabe,"['OLIGOVIT Trio', 'LV Fersang junior']",2,1,1,122.38,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.891,Bi-mensuel,15,1,7.68
CLI0070,Pharmacie,Para-Pharmacie du Centre,Karim Mansouri,Parapharmacie,"194 Avenue de la Liberté, Ksibet el-Médiouni, Monastir",Monastir,Ksibet El-Médiouni,35.728974,10.584974,+216 96 156 107,2958,2025-08-24,12,Faible,Vitonic Tonus,Arabe,181,25.9,5.9,2025-08,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,['Vitonic Tonus'],1,0,1,126.9,1,0,0,Pharmacie À Développer,Haute fréquentation,0.799,Bi-mensuel,15,1,8.4
CLI0088,Pharmacie,Para-Pharmacie Carthage,Mohamed Mansouri,Parapharmacie,"11 Avenue de la Liberté, Monastir, Monastir",Monastir,Monastir,35.754615,10.796737,+216 26 986 771,1837,2026-02-01,23,Élevé,PHYTOFANE Lotion anti chute,Français,20,2.9,0.7,2026-02,Récent (≤30j),3,Pharmacie,['Français'],1,1,0,0,Français,['PHYTOFANE Lotion anti chute'],1,0,1,131.17,1,0,0,Pharmacie Partenaire,Haute fréquentation,0.38,Mensuel,30,0,1.66
CLI0092,Pharmacie,Para-Pharmacie de la République,Ahmed Abidi,Pharmacie Générale,"36 Rue du 20 Mars, Zéramdine, Monastir",Monastir,Zéramdine,35.694316,10.583607,+216 53 820 556,906,2025-12-25,18,Moyen,"LV Sélénium A, C, E Anti-âge, PédiaKids Gelée royale, LV Fersang junior",Français,58,8.3,1.9,2025-12,Normal (31-60j),2,Médecine Générale,['Français'],1,1,0,0,Français,"['LV Sélénium A', 'C', 'E Anti-âge', 'PédiaKids Gelée royale', 'LV Fersang junior']",5,1,1,130.55,1,0,0,Pharmacie Active,Fréquentation moyenne,0.032,Trimestriel,90,0,2.75
CLI0095,Pharmacie,Para-Pharmacie Populaire,Youssef Abidi,Pharmacie de Nuit,"19 Avenue de la Liberté, Sahline, Monastir",Monastir,Sahline,35.792702,10.634992,+216 84 989 156,1325,2025-09-22,23,Faible,"Hydra eau micellaire, LV Psolcalm, LV CYSPROTECT",Arabe,152,21.7,5.0,2025-09,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['Hydra eau micellaire', 'LV Psolcalm', 'LV CYSPROTECT']",3,1,1,121.62,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.189,Trimestriel,90,1,5.71
